node_id,longitude,latitude
815,126.6639299,45.7752945
816,126.6617537,45.7765615
817,126.6495287,45.7902685
818,126.6509496,45.7879713
819,126.6498611,45.7897313
820,126.6502445,45.7891056
821,126.5793635,45.6799431
822,126.5763095,45.6770528
823,126.5767093,45.6798834
824,126.6929925,45.7049850
825,126.6927346,45.7041828
826,126.7733092,45.7751927
827,126.7733897,45.7752157
828,126.6969875,45.7008380
829,126.7006029,45.6986115
830,126.6981262,45.6999962
831,126.6072220,45.7598301
832,126.6096674,45.7592136
833,126.6084609,45.7594972
834,126.6728315,45.7891957
835,126.6733006,45.7892171
836,126.6731490,45.7892117
837,126.6748389,45.7726204
838,126.6749240,45.7726207
839,126.6708739,45.7435811
840,126.6726884,45.7433256
841,126.6718115,45.7434484
842,126.5480398,45.8113926
843,126.5531464,45.8129117
844,126.5499994,45.8125313
845,126.5808976,45.7761981
846,126.5810777,45.7760001
847,126.6216834,45.6932757
848,126.6219697,45.6921395
849,126.6214444,45.7779966
850,126.6304622,45.7832670
851,126.6216841,45.7784411
852,126.6217767,45.7786182
853,126.6224863,45.7801332
854,126.6225376,45.7802076
855,126.6265358,45.7820616
856,126.6290402,45.7828051
857,126.6295978,45.7829804
858,126.6296868,45.7830050
859,126.7591058,45.7111004
860,126.7607615,45.7149511
861,126.7594375,45.7118718
862,126.7598026,45.7127555
863,126.7603326,45.7139635
864,126.6175326,45.8171042
865,126.6157666,45.8164519
866,126.6158974,45.8165036
867,126.5576353,45.8147880
868,126.5585247,45.8135780
869,126.5585959,45.8137281
870,126.6843361,45.7378900
871,126.6864671,45.7481466
872,126.6843498,45.7379364
873,126.6844883,45.7384065
874,126.6846948,45.7391190
875,126.6848630,45.7396668
876,126.6849545,45.7399539
877,126.6851205,45.7405445
878,126.6851381,45.7406081
879,126.6854069,45.7415794
880,126.6856618,45.7425072
881,126.6858933,45.7433681
882,126.6860323,45.7434352
883,126.6864938,45.7450076
884,126.6868661,45.7461944
885,126.6868853,45.7462659
886,126.6865177,45.7479722
887,126.6997895,45.7686118
888,126.6992852,45.7712149
889,126.7502466,45.7013571
890,126.7668726,45.6953784
891,126.6567109,45.7461413
892,126.6570544,45.7463925
893,126.6540947,45.7730063
894,126.6559140,45.7747590
895,126.6550212,45.7738562
896,126.6555211,45.7743617
897,126.7240619,45.7660339
898,126.7306577,45.7381353
899,126.7256956,45.7593360
900,126.7259811,45.7581433
901,126.7262931,45.7569065
902,126.7272309,45.7532585
903,126.7272915,45.7530422
904,126.7281994,45.7493531
905,126.7282144,45.7492975
906,126.7282360,45.7492166
907,126.7291470,45.7454501
908,126.7300747,45.7422091
909,126.7302036,45.7416982
910,126.6996040,45.7682347
911,126.6967424,45.7669778
912,126.6841001,45.7731147
913,126.6846979,45.7732117
914,126.6843762,45.7731774
915,126.6845181,45.7731863
916,126.6832802,45.7428071
917,126.6872598,45.7423489
918,126.6324602,45.7217474
919,126.6330177,45.7215527
920,126.6324612,45.7602077
921,126.6328763,45.7603398
922,126.6322412,45.7602976
923,126.6320255,45.7603921
924,126.6547876,45.7916879
925,126.6520998,45.7959676
926,126.5419282,45.7075737
927,126.5483878,45.7098358
928,126.5420325,45.7075993
929,126.5147188,45.7995348
930,126.5179076,45.7943938
931,126.5178610,45.7944764
932,126.7201638,45.7825254
933,126.7204925,45.7810667
934,126.6322024,45.7293638
935,126.6302458,45.7300419
936,126.5898575,45.7861840
937,126.5931587,45.7825944
938,126.5912854,45.7846322
939,126.5922013,45.7836359
940,126.5927729,45.7830141
941,126.6772396,45.6921456
942,126.6857123,45.6844608
943,126.6812124,45.6885493
944,126.6812608,45.6885055
945,126.6844251,45.6856411
946,126.5786977,45.8140916
947,126.5784369,45.8156129
948,126.5786836,45.8141742
949,126.5785788,45.8147823
950,126.5785590,45.8148980
951,126.5785254,45.8150950
952,126.5784978,45.8152565
953,126.5104121,45.7379714
954,126.5096370,45.7407063
955,126.5103633,45.7381288
956,126.5100664,45.7391998
957,126.6827506,45.6783970
958,126.6804830,45.6803796
959,126.6807968,45.6789072
960,126.6806442,45.6796230
961,126.6090677,45.7582026
962,126.6102043,45.7601239
963,126.6098104,45.7594655
964,126.5922839,45.6845297
965,126.5919180,45.6843990
966,126.5247910,45.7990644
967,126.5226561,45.8021198
968,126.5230240,45.8014848
969,126.6209938,45.7099840
970,126.6208231,45.7110173
971,126.6726003,45.7658233
972,126.6725608,45.7662523
973,126.7215321,45.6594665
974,126.7202898,45.6587555
975,126.6078029,45.7069606
976,126.6163666,45.7081012
977,126.6085468,45.7070318
978,126.6103640,45.7072057
979,126.6119843,45.7074276
980,126.6120849,45.7075373
981,126.6131192,45.7076528
982,126.6148178,45.7079661
983,126.6153043,45.7080190
984,126.5570413,45.6752946
985,126.5496523,45.6773806
986,126.5202095,45.8060924
987,126.5222237,45.8025264
988,126.5204324,45.8055972
989,126.6143085,45.7477409
990,126.6130263,45.7470622
